 Net Income to Total Assets, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, ROA(C) before interest and depreciation before interest, Debt ratio %, Net worth/Assets, Persistent EPS in the Last Four Seasons, Net profit before tax/Paid-in capital, Per Share Net profit before tax (Yuan ¥), Working Capital to Total Assets, Net Income to Stockholder's Equity, Borrowing dependency, Liability to Equity, Net Value Per Share (B), Net Value Per Share (C), Working Capital/Equity, Operating Profit Per Share (Yuan ¥), Operating profit/Paid-in capital, Total expense/Assets, Tax rate (A), Cash/Total Assets, Operating Gross Margin
0.15746379556180357,0.13590756741663498,-0.24988894087058042,-0.37417040315290273,-0.17806437684137258,0.17806437684136947,-0.2960649667296213,-0.16580806756175137,-0.1742455331211522,-1.0655503851747634,0.06439190300428133,-0.029127011835710617,-0.13889500112161357,-0.2316835225283344,-0.23141036170898913,-0.33035041184571917,-0.45097125097356955,-0.450171099026069,-0.014060541272002092,-0.829388169244788,-0.8764535878817918,0.35894251711903746
-0.07124526749640428,-0.13576708887485284,-0.8870336549037053,-1.0016040046088632,-0.34852613694690765,0.3485261369468971,-0.7252948258407813,-0.3635019233661841,-0.35812692961632137,-0.7622561500933566,0.01705523910596334,-0.09464239461492135,-0.17100291539457438,-0.5030404176022084,-0.5020348124280526,-0.23732005927633126,-0.4684571543017076,-0.4683436987882843,1.0228901914099224,-0.829388169244788,-0.7436947318683866,0.9309718982915222
-0.11158306184720816,-0.10751957109530465,-0.16557374678980566,-0.2311701713229997,0.5839669783672911,-0.5839669783672944,-0.2846946393359356,-0.3061780543968565,-0.3036435528770071,-0.9165941089555716,0.020683266189198534,0.16288662574363855,0.05173707620541823,-0.6368256774990676,-0.6354589602244006,-0.2684648758849135,-0.15079657717389983,-0.1482714578151124,-0.007460710129822088,0.5065774304981274,-0.4731139232424648,0.010787730066074582
-0.3372830609972878,-0.38584070215843863,-0.4854499470137835,-0.5131537745381491,-0.12255215891226365,0.12255215891226057,-0.4779902050283812,-0.48255918968705674,-0.4670936830949516,-0.3762153519629003,-0.03385112944258673,-0.09230746483036947,-0.127740288250555,-0.5724572977373799,-0.5712643230771097,-0.10493305622468485,-0.4684571543017076,-0.4686368052360624,-0.17315283317754449,-0.829388169244788,-0.3585504899846163,-0.43525898977674654
0.29643849036995845,0.26219058807812345,0.26382528285871715,0.025105525046330478,-0.43656066436983576,0.4365606643698337,-0.07150100070456265,-0.15576414180216339,-0.16516497033127178,-0.198716964719037,0.0841248182056021,-0.059069052602736545,-0.18651903536764328,-0.30236252775689076,-0.3018985907335018,-0.07029582034671432,-0.21199723882237262,-0.20865138605730252,-0.6351614427126261,-0.829388169244788,-0.7390137035526838,-0.19265724329734793
0.18989931232656224,0.1899101749363537,0.08389492023271597,0.14239785003041514,-0.2616130684720417,0.26161306847204324,-0.15109329246027187,-0.09378577065159549,-0.058468357550104544,-0.37484305010064867,0.06865599175435366,-0.06813407411937425,-0.15499832604997302,-0.48915704157517437,-0.2653957578458041,-0.11315899732586089,0.0444626766569688,0.048109862195909896,0.9650422715505067,1.0365834553141753,-0.8641727532275401,0.8164808986372045
0.06597979385803204,0.024579114991387138,-0.21598901747727578,-0.2681252874138638,-0.9625249110112796,0.9625249110112712,-0.25911140270018085,-0.24517957844235386,-0.24689003544022897,-1.0515304949400643,0.03352918879425932,-0.1465602451192045,-0.2660246265450873,-0.20391677047426562,-0.20371855744936607,-0.32737392508046614,-0.4772001059657746,-0.4759644664305,-0.7921928764329441,-0.6169477378102582,-0.5115460289570866,-0.08412488303025822
0.468191910760433,0.4848474929286344,0.4437556454847021,0.5071287784055861,-0.6389840044951667,0.6389840044951661,0.12747972868471039,0.181074831842317,0.14811444591981252,0.03790564946124519,0.10889104776046413,-0.11847241329879153,-0.21956434686611973,-0.033529882869758276,-0.03379157676532109,-0.015920403545238125,0.1814355860606996,0.18704231844248695,0.39910382954291596,0.7387288297977225,-0.7913465569595284,0.6202714159582408
-0.037102252909546315,0.01793264021972575,0.08215646262280475,-0.018276567755993033,0.5222867362238494,-0.5222867362238521,-0.26479656639700827,-0.24860921162853675,-0.25143031683518424,-0.8051627567472203,0.038054782420148495,0.24900433015149043,0.032740679410819325,-0.4651766648012037,-0.4642732611649284,-0.2253349528471987,-0.2498833627000195,-0.24704833071617271,-0.3382094444302904,-0.14023432981456116,-0.7992888361959699,-0.5672002904936445
-0.12914628123889274,-0.22715611698513175,-0.3237733892918771,-0.2930298221707708,-0.6619739129304544,0.6619739129304474,-0.3415462763043042,-0.2983388928284255,-0.29683313078458884,-0.08555398523553329,0.0037125366077113953,-0.21022141895186366,-0.2230893714660237,-0.4247886618134567,-0.4239942731509207,-0.05273522373440763,-0.22656882492915734,-0.22389292134175495,2.140653526016021,2.3557582305794456,-0.21970223861349344,1.67197126780147
-0.07739318576620348,-0.19890859920558357,-0.3072580419977098,-0.3283781940837783,-0.31207872113486806,0.31207872113486657,-0.2846946393359356,-0.24395470944726305,-0.24689003544022897,-0.42289401588901737,0.016289572032415232,-0.30808244668809154,-0.1643746958838257,-0.04615113380343648,-0.046378760519705756,-0.13105503202615526,-0.2819408521349239,-0.28104867865837163,-0.20829782188059057,1.0533742797918135,-0.661952221241878,0.8403154561860635
0.15501565579600204,0.08938224401503574,-0.00911256189762924,-0.010242846866676099,-0.2307729474003077,0.23077294740030463,-0.1027694010371757,-0.06659367896103004,-0.08116976452482148,0.5625851074035215,0.06262488888625826,-0.21152623265498247,-0.1491566904811528,-0.15595601692632421,-0.15588725918274,0.18607529637641454,-0.06045274331185761,-0.05594292676516295,0.1586294014223928,0.6774058186619768,0.11001589731850403,-0.029645894347125733
0.030156961501112696,0.07692010381817276,0.25078685078437046,0.1126730827399392,0.6181714762832088,-0.6181714762832131,-0.16814878355078589,-0.20206418981583774,-0.20829764358321337,-0.8464051744584408,0.057322683302831495,0.14482525711579905,0.06285716709827696,-0.40964316069306694,-0.4088896526456831,-0.23865330534561563,0.03280540777151958,0.03814424297146999,1.0167852948727087,-0.7892361976678152,-0.6163604436707979,0.6487877615970443
-0.23944394173598438,-0.1598605599221055,-0.21338133106241078,-0.17011389256415643,1.4811341368175177,-1.4811341368175215,-0.2960649667296213,-0.32014156094067575,-0.3172643970618428,-1.356387901611477,-0.005245241004381652,0.7750502757372388,0.4680616017553259,-0.1875091442604902,-0.1873552185686722,-0.5003440558980621,0.003662235557986928,0.0061956401637101675,-0.2257032846210784,2.18273973487504,0.6016346223070078,0.09208059599165705
-0.1070085936983826,0.0420261112669767,-0.016066392337286694,0.07893145500478649,1.5086098810450603,-1.5086098810450637,-0.20794492942864048,-0.1756070195223147,-0.18332609591103344,-1.1568801064036003,0.044395010685300676,0.8230536851320429,0.48684205738862896,-0.5320692947496329,-0.5309853350631021,-0.38201088133350497,0.16977831717525038,0.17473184763581537,-0.012437162608452915,1.3840805184167027,-0.7629520072632526,-0.29480534707815254
-0.8641705246130553,-0.8378009866311353,-0.9426642984209074,-0.991963539541675,0.6226573120754525,-0.6226573120754554,-0.7594058080218085,-0.7483557616174465,-0.7145390191193473,-1.0352771046857419,-0.17053728900599646,0.15382160422700084,0.06428599419894032,-0.8791536954254879,-0.8771328883083855,-0.31665736632367314,-0.5442294020569651,-0.5424996300760224,0.02559142568081942,-0.829388169244788,-0.7838300965134279,0.22529874800578584
0.12927158709214437,0.07608929447172819,0.24383302034471302,0.23237552399080832,-0.3917023064473245,0.3917023064473209,-0.13688038321817284,-0.13053184050373118,-0.14246356335655486,-1.138238583527524,0.05411508716913129,-0.1527409416077962,-0.17870786420295778,-0.3427505307446078,-0.34217757874747967,-0.35266556548392874,-0.02548093665558198,-0.020477046584073098,0.8810147431136987,0.8372836691230167,-0.7044518499721566,1.0982394182326252
0.5558296798770552,0.5247263415585858,0.6315090673553163,0.6959212193046145,-1.4296125628794274,1.4296125628794198,-0.011806781887780747,0.07377630787410758,0.048228255231062694,0.4212883000337119,0.09999799489817358,-0.2934547983317309,-0.3222682369217674,-0.24051839818191537,-0.2402213903370646,0.023807456647011994,0.08817743497728615,0.09354136160143965,-0.29397735319892404,0.7124475393109765,-0.12782611724780185,0.10570034316241395
0.10761586604763898,0.08107415055047,-0.04909708692563571,-0.0712991256255038,-0.4376821233178976,0.4376821233178999,-0.2477410753064951,-0.16972764834598264,-0.1787858145160782,0.09008111208676269,0.04916366557429186,-0.16475896255791925,-0.18674477902423256,-0.3806142835456125,-0.3799391300106038,0.01631686685428625,-0.42765671320272175,-0.4261363703083065,-0.3032736683336304,0.5868813736520746,-0.8338338177112201,-0.3497099528603423
-1.4215340829559893,-1.3470871160093596,-1.4581169797601152,-1.4675598161894547,1.9740153444911022,-1.9740153444911066,-1.5325880707916208,-1.4323226084649867,-1.347908273713873,-1.8695136119653786,-0.5802468576305555,1.1013910503356164,0.9151004066978791,-1.0318708317228642,-1.0294378117363103,-0.9664508188876532,-0.37811332043966883,-0.37542895484277516,0.8805997810251333,-0.829388169244788,-0.8318574650488815,-0.5216592608913834
-0.5127461087481542,-0.3443002348355964,-0.6358265302712743,-0.7083731921486525,2.146159293018738,-2.1461592930187416,-0.7906742083544215,-0.589612739856273,-0.5669798737837014,-2.38441756220746,-0.14761343746304945,1.3431936318508853,1.1528681316690523,-1.352450605438036,-1.349152279097427,-1.5182315701477498,-0.614173015369509,-0.6143107097815393,-0.2498414598621864,-0.829388169244788,-0.8117878796482902,-0.47015959190189427
-0.29104330767998815,-0.21552478613472856,-0.3880963208586639,-0.4794121468029974,1.763181062255305,-1.7631810622553084,-0.5348418419967498,-0.44581311983495264,-0.4330415726328913,-1.982725072677403,-0.024082274270182055,0.575413779155304,0.6914392805212266,-0.9574054512142396,-0.9551734275855175,-0.965349375556901,-0.23822609381457077,-0.23591028570063446,0.9636538223971732,-0.829388169244788,-0.7255369892470692,0.6449572077052798
0.1572537766417482,0.1840945095111521,0.10127949633185329,0.01144819953448474,0.06809586225840802,-0.06809586225841163,-0.1027694010371757,-0.14645513743965027,-0.15381426684389826,-0.4859938016660918,0.07089734526059505,0.056853343761330805,-0.08673188062873902,-0.40838103559968125,-0.40763093427022684,-0.129832955277376,-0.20908292160103764,-0.21216866343063204,-0.11270625189578286,-0.2738308897888534,-0.8450460314229199,-0.4003583876516578
-0.11993141320176426,-0.21137073940244655,-0.21251210225745518,-0.3099006360383298,-0.9428993794201815,0.942899379420168,-0.31880562151696273,-0.3451288884401167,-0.3399658040365605,-0.24105675489758818,0.003376848277824097,-0.2529368991286373,-0.2634343148711991,-0.14333476599267592,-0.1433000754283852,-0.11214439714351056,-0.5675439398278128,-0.5679998910326753,0.022602435956700143,-0.5410240097374371,-0.10164192983496671,-0.2641609159439446
-0.11640379111907725,-0.11748928325278826,-0.0812585527090147,-0.17814761345347152,0.20267093602594746,-0.20267093602595004,-0.3045927122748629,-0.3267558535140484,-0.324074819154261,0.20415958235025833,0.014224957497421855,0.04050883526923244,-0.0548190696692064,-0.49799191722872543,-0.4969999389262871,0.12710851444494997,-0.031309571098288705,-0.027804707778525225,0.42424948177156063,-0.15264493921108035,-0.8219906342047762,-0.5220848779904406
0.08671533783788166,0.09021305336149552,-0.4637192268898862,-0.4946762164927171,0.17519519179840493,-0.175195191798408,-0.4580921320894539,-0.1954498972424651,-0.20148722149079512,-1.0329210655347907,0.05853986455364659,0.09929412631641531,-0.061644718276734164,-0.3137216535971833,-0.3132270561124302,-0.3182643047820956,-0.46554283708035077,-0.4636539956238424,0.03879552731987088,-0.829388169244788,-0.8781676160429113,0.37383911558702515
-0.5796128224035272,-0.6442224089066189,-0.5923650900234454,-0.6963226108146625,0.4841571319897112,-0.48415713198971405,-0.5717954060261903,-0.625133940713318,-0.6010319842457919,-1.0515498771540797,-0.09456208323413196,0.1863045979948864,0.021299792301230448,-0.7352714347816928,-0.7336389935085363,-0.323909938697682,-0.42765671320272175,-0.4273087960994153,0.5621672132932416,-0.829388169244788,-0.6423755614655774,0.8713855044193943
-0.2483731532244404,-0.2637117282292474,-0.39418092249336756,-0.4328165656449451,0.6310682541859358,-0.6310682541859397,-0.4154534043631851,-0.3877543294685835,-0.38082833659103915,-0.4990099977988131,-0.013519212917673077,0.14455055949410994,0.067047250946695,-0.6936213067005901,-0.6921012871191022,-0.09403003869848368,-0.2965124382417081,-0.2945315752561416,-0.0846668672360107,3.1003947943705814,-0.5888403360301585,-0.05348045189599128
-0.2377015757851717,-0.2919592460087956,-0.36897328714961536,-0.3974681937319376,-0.33002206430387143,0.3300220643038601,-0.4040830769695303,-0.4240104517226699,-0.4126103063556365,0.11908594369012701,-0.014410986598712525,-0.15919633571813832,-0.16767048769477977,-0.5535254213368621,-0.5523835474455323,0.0353573672895773,-0.4363996648667888,-0.43405024439830026,-0.2384408335969641,-0.829388169244788,-0.4950542546745817,-0.4173830716151154
-0.15841238835926794,-0.16152217861502338,-0.15340454352041458,-0.3123107523051316,-0.6137511781637552,0.6137511781637566,-0.4978882779673085,-0.40294270500746115,-0.3944491807758748,-0.22283833795212893,-0.0011229690375943503,-0.09800744048096426,-0.21560144165431144,-0.4058567854129398,-0.4051134975193441,-0.08879517291361673,-0.51800054706476,-0.5161200497760352,-0.5537186661951816,-0.829388169244788,-0.7085597880359529,-0.5612416511064101
0.19764484218598743,0.19821826840091944,-0.07082780704953484,0.04358308309177991,0.10566473701852258,-0.1056647370185249,-0.2164726749739121,-0.019068761952265777,-0.013065543600669844,-0.6930549423789705,0.08067727186506853,-0.015254781939093917,-0.0780798491659209,-0.472749415361399,-0.3811978483860601,-0.19985810434248732,0.16394968273254415,0.168283505784705,0.8915399614120557,1.3526889770019757,-0.8608211203005497,1.0263101284869778
0.09090380229956556,0.06196553558194563,-0.19599675496327165,-0.2641084269692062,-0.818978165659243,0.8189781656592443,-0.24489849345808096,-0.22852136010939414,-0.23326919125539247,-1.1437623323336141,0.03969790705177238,-0.1177856692444835,-0.24631188483056027,-0.16731514276664664,-0.16721572456169823,-0.35233978093018614,-0.4917716920725554,-0.4906197888193823,-0.7320272713869618,-0.829388169244788,-0.49970652175923824,-0.208830693062632
0.144003236441746,0.12593785525914966,0.08911029306246401,0.09901575722809162,-0.49207288229894264,0.49207288229894264,-0.09992681918876158,-0.07957729030878403,-0.094790608709658,-0.22044418838855254,0.05477424232861362,-0.08125088555630494,-0.19593486852208727,-0.11051951356512424,-0.11057339766699666,-0.08047518137469582,-0.06628137775456434,-0.06239126861627333,0.4954418025550112,0.8708653180783001,-0.5345382066521361,0.6040979661929566
0.21067526044549648,0.26302139742458325,0.37074042586836103,0.2942351748385794,0.46004576460636576,-0.4600457646063686,-0.01464936373619488,-0.022498395138480204,-0.04030723197034288,-1.0593696685397402,0.09642117217567374,0.1928286665106031,0.014078002798246439,-0.3503232813048031,-0.3497298890000988,-0.32705527919353217,0.10857765552677758,0.11230017425918615,-0.4031180831079216,0.0517650979080525,-0.757986978021917,-0.4488787369475624
-0.004651494245257388,-0.07927205331575475,-0.010851019507538646,0.06045389695935535,-0.4085241906682658,0.40852419066826884,-0.17951911094447162,-0.20108429461980404,-0.2060275028857504,-0.30818979768964994,0.02880530254058005,-0.201499769462351,-0.18169066118614594,-0.4866327913884329,-0.4856714735473587,-0.10149058442690699,-0.1449679427311931,-0.14211622241179458,2.051632357743409,1.9841699845307357,-0.28214729414567014,1.6400499853699657
-0.02711884842578785,-0.14656761037878271,-0.23771973760119114,-0.26732191532493504,-0.35132978431706446,0.3513297843170709,-0.2477410753064951,-0.22043722474190602,-0.22418862846551205,-0.6544573863697065,0.02537283667295896,-0.30808244668809154,-0.17150895663979124,-0.10673313828502619,-0.10679724254068665,-0.20428614613067567,-0.22948314215052856,-0.22828951805839026,-0.21084090942292324,0.7328885430228869,-0.8334269079695067,0.96672373461485
0.14431673189496402,0.07442767577880861,-0.1255892217617974,-0.050411451313269906,-0.2503984789914135,0.25039847899140577,-0.17951911094447162,-0.034502111290168044,-0.05165793545768629,0.6973631142118432,0.060080546042741954,-0.24462729607174355,-0.15287603185349002,-0.16352876748651865,-0.16343956943535837,0.22584229165659758,0.1056633383054421,0.11083464202029572,0.5381175401151849,1.30450661110961,0.0683018786926664,0.05420067417292489
0.053058427855224424,0.07193524773944616,0.304679036691663,0.2950385469275247,0.5335013257044683,-0.5335013257044712,-0.09139907364348997,-0.08423179249002435,-0.09933089010458314,-0.8395856015499744,0.06057276919525156,0.06639908611596537,0.03612316678416245,-0.3566339067716418,-0.35602348087729074,-0.2387223859135176,0.2717794199227418,0.278198423701339,1.0735619834806462,1.1971913416220625,-0.5221481783286628,0.7675349322422427
-0.19634728414267985,-0.12330494867798987,-0.22381207672189066,-0.19501842732104696,1.6308489063838971,-1.6308489063839005,-0.27900947563910816,-0.2711468011378285,-0.27186158311240893,-1.312388295050531,0.013554153846998528,0.8762763493395062,0.5779822122403416,-0.1572181420197099,-0.1571459775581963,-0.48574418898560695,-0.17702543216609748,-0.17347861232400524,-0.24394668090414462,0.9745304083315753,-0.17402912778690072,0.13336545460303745
-0.1270113192212664,0.017101830873265965,-0.07169703585449044,0.007431339089826274,1.3258120725108296,-1.3258120725108322,-0.3102778759717212,-0.2456695260403707,-0.24916017613769198,-1.225181669197223,0.03155701605977329,0.668398924106059,0.3705265758029563,-0.5434284205899254,-0.5423138004420304,-0.4155983978037977,0.08234880053457992,0.08738612619808538,0.03016888492139003,0.9321883292140456,-0.829179221486239,-0.19989273398181315
-0.48685724597000835,-0.47889134896165064,-0.5045729807228321,-0.5870640067199103,0.7611574921612129,-0.7611574921612152,-0.4922031142704811,-0.5496820106169477,-0.530657622624148,-1.3782328480559536,-0.07691600945970008,0.21157677919275403,0.11178898665111241,-0.9321629493469131,-0.9299990600767779,-0.4650176516141357,-0.3868562721037394,-0.38422214827610274,-0.007961851280436244,-0.829388169244788,-0.789324790118598,0.6764528730376679
0.08848860060432541,0.04451853930635607,0.23687918990505374,0.3054823840836407,-0.4001132485577941,0.4001132485577846,-0.14825071061185857,-0.10725932959736544,-0.11976215638183708,-1.2567356847186413,0.04632464202942278,-0.15953970774525997,-0.18017465699540136,-0.3364399052777683,-0.3358839868702869,-0.38855300267986337,0.07360584887050194,0.0785929327647793,0.7409709668630841,1.7235471872038381,-0.6500172192907243,1.0905783104490436
0.1256212593784096,0.09519790944023733,0.23687918990505374,0.2757576167931465,-1.1374725069090736,1.1374725069090617,-0.2164726749739121,-0.1677678579538837,-0.1765156738186152,0.11245239145225965,0.04062124383050867,-0.2161274178187696,-0.2884857769522984,-0.35915815695838327,-0.35854091762817347,-0.03177552277381046,-0.03422388831965995,-0.03161509159961136,-0.1547255065199512,1.229312918883644,-0.06645009654722212,0.07931208301902123
0.04714055980858975,0.016271021526806175,-0.04735862931571008,-0.03273726535676571,-0.3574978085314104,0.3574978085314042,-0.20794492942864048,-0.17413717672823167,-0.18105595521357046,-0.28531807507052964,0.03931845234680894,-0.16585775304472689,-0.1726114620735629,-0.337702030371154,-0.3371427052457432,-0.09131467288458797,-0.37811332043966883,-0.3760151677383313,-0.49654744508118304,1.1409785814143052,-0.827690332735862,-0.2573510423585366
-0.760385221842969,-0.640899171520795,-0.7792492830890897,-0.8594071448678716,1.8024321254375089,-1.8024321254375129,-0.8617387545648891,-0.8348315126694386,-0.7939939435308423,-1.6765713747497222,-0.2306288743314561,1.0886862853312467,0.7286987522526341,-1.014201080415732,-1.0118157544801891,-0.7618817687427443,-0.5354864503928946,-0.5354650753293594,-0.4864273481830634,-0.829388169244788,-0.8512985152961833,-0.6497700077164578
-0.3912292267403498,-0.3019289581662809,-0.593234318828401,-0.5452886580954435,2.265033941513396,-2.2650339415133987,-0.6854986799629267,-0.5004422770151072,-0.49433537146462464,-2.5701104449552403,-0.08537976693758496,1.8710937863832466,1.3580469867484068,-1.2716745994625729,-1.2685943030694422,-1.8250162943440047,-0.49760032651526903,-0.49706813067048916,-0.3311223317600949,-0.829388169244788,-0.745241524508016,-0.6233817475730716
-6.9951556079370265,-7.642129534115106,-8.098155820822843,-7.222114089209928,3.8614307540807604,-3.8614307540807644,-4.346744100725822,-3.5819676948142662,-3.522703061891542,-2.061811802828106,10.990487343213072,-6.915521690628728,-6.746901881758007,-2.1160362869249467,-2.1106768962370803,2.2895666390635716,-1.5350972573180135,-1.5112164399810741,6.428833006452019,-0.829388169244788,0.6235307325348496,-0.35949914613933465
-1.516870441011635,-1.391950820718039,-1.6258781391167272,-1.6234140014422767,2.00821984240702,-2.0082198424070232,-1.6178655262441577,-1.37622360849075,-1.295695037672051,-2.334382136127007,-0.6418464618982859,1.0520828272376288,0.958154614207069,-1.171966717086592,-1.1691555514098801,-1.362224118951838,-1.4039529823569927,-1.4086291832589062,1.4629875713356366,-0.829388169244788,-0.5326532747764027,-0.705951464795944
-0.25230180644291217,-0.21801721417410794,-0.2785734914341532,-0.3781872635975612,1.6633712158777252,-1.663371215877728,-0.39555533142425786,-0.4183760543453634,-0.40579988426321906,-1.5287048143459392,-0.008422806789734777,0.46608412571239266,0.6043300191156625,-1.0356572070029613,-1.0332139668626195,-0.6308992534518832,-0.2965124382417081,-0.2939453623605924,1.0215567104461543,-0.829388169244788,-0.6736548366662268,0.598564943904845
-0.07574379619684515,-0.12912061410319145,-0.21511978867232018,-0.2745522641253223,0.5262118425420698,-0.5262118425420551,-0.2363707479128394,-0.2633076395693975,-0.23553933195288557,-0.7952955654287123,0.02861064538399059,0.19756720048520415,0.03384508306064511,-0.2178001465012996,-0.21756445957917717,-0.22125142663952976,-0.12456772218170216,-0.1740648252195544,-0.03122838808699196,0.4036423760917066,-0.7761121451405769,-0.42589541359687044
-0.25714530722388357,-0.38417908346553425,-0.41851932903214795,-0.47298517009155533,-1.3269990691316815,1.3269990691316862,-0.4126108225147718,-0.41347657836506596,-0.40352974356575605,0.11098820509553052,-0.019543301988970276,-0.30808244668809154,-0.3108652921821339,-0.2809064011696316,-0.28050037835104163,-0.04418889315648102,-0.5005146437366224,-0.4988267693571542,0.09186506260280454,2.7419471935652444,-0.17913065925910218,-0.19563656299093893
-0.5385059515075161,-0.6051743696231257,-0.09951235761310763,-0.28097924083678166,0.17127008548018474,-0.1712700854801886,-0.2989075485780355,-0.618029700541896,-0.5942215621533736,0.5547004563747062,-0.07883931441587651,-0.007494574125575019,-0.06253654094139251,-0.6734273052067166,-0.6719617931120984,0.24756868021826325,-0.33439856211933017,-0.33146298767613236,0.5815954612299911,-0.829388169244788,-0.6476181885255216,-0.5906092309434462
-0.11856786286146453,-0.16401460665438752,-0.6080112085126571,-0.5934909834313523,0.05632054330374697,-0.05632054330374929,-0.5490547512388488,-0.3265108797150562,-0.3218046784567989,-0.992736919512053,0.012064407424526196,0.056853343761330805,-0.08937941727287668,-0.43614778765374923,-0.43532273852984904,-0.3049987355052581,-0.4451426165308593,-0.443429650727184,0.07441305433285908,-0.0424095263361149,-0.8755718500172653,0.1491132872692577
