const, Retained Earnings to Total Assets, Current Liability to Assets, Working Capital to Total Assets, Net Income to Stockholder's Equity, Current Liability to Current Assets, Working Capital/Equity, Liability-Assets Flag, Total expense/Assets, CFO to Assets, Tax rate (A), Cash/Total Assets
1.0,0.31672373581601704,-1.1650518007198551,-1.0655503851747634,0.06439190300428133,0.5077415736060091,-0.33035041184571917,-0.034272008223089546,-0.014060541272002092,-0.317120735139628,-0.829388169244788,-0.8764535878817918
1.0,-0.06953739239082579,-0.8487021864059211,-0.7622561500933566,0.01705523910596334,0.07150007858619307,-0.23732005927633126,-0.034272008223089546,1.0228901914099224,-0.17952668023932455,-0.829388169244788,-0.7436947318683866
1.0,-0.17968300488126102,0.09941312007309064,-0.9165941089555716,0.020683266189198534,0.3893216311371914,-0.2684648758849135,-0.034272008223089546,-0.007460710129822088,-0.08147613022568391,0.5065774304981274,-0.4731139232424648
1.0,-0.15528900488980654,-0.42768476916472764,-0.3762153519629003,-0.03385112944258673,-0.0844516358443455,-0.10493305622468485,-0.034272008223089546,-0.17315283317754449,0.1449102815807487,-0.829388169244788,-0.3585504899846163
1.0,0.21589971257258622,-1.2535210483375974,-0.198716964719037,0.0841248182056021,-0.5172496065479304,-0.07029582034671432,-0.034272008223089546,-0.6351614427126261,0.2767013635455488,-0.829388169244788,-0.7390137035526838
1.0,-0.04662496980040221,-0.7415048494093406,-0.37484305010064867,0.06865599175435366,-0.18460016445662927,-0.11315899732586089,-0.034272008223089546,0.9650422715505067,0.4157435092442733,1.0365834553141753,-0.8641727532275401
1.0,0.28500764742947043,-1.0323144615341286,-1.0515304949400643,0.03352918879425932,0.4793677421591635,-0.32737392508046614,-0.034272008223089546,-0.7921928764329441,-0.4430724538989137,-0.6169477378102582,-0.5115460289570866
1.0,0.5526156236781079,-0.9154687545682082,0.03790564946124519,0.10889104776046413,-0.4328365051424819,-0.015920403545238125,-0.034272008223089546,0.39910382954291596,0.1236440677186531,0.7387288297977225,-0.7913465569595284
1.0,0.010817780386745182,-0.06482206051507523,-0.8051627567472203,0.038054782420148495,0.2781005853576868,-0.2253349528471987,-0.034272008223089546,-0.3382094444302904,0.484627731933697,-0.14023432981456116,-0.7992888361959699
1.0,-0.04572284412249954,-0.7139378338294613,-0.08555398523553329,0.0037125366077113953,-0.310270809095134,-0.05273522373440763,-0.034272008223089546,2.140653526016021,-0.16410887810675623,2.3557582305794456,-0.21970223861349344
1.0,0.19686711773180285,-1.553598443832516,-0.42289401588901737,0.016289572032415232,-0.6667969918114487,-0.13105503202615526,-0.034272008223089546,-0.20829782188059057,0.05783698075847123,1.0533742797918135,-0.661952221241878
1.0,0.12471666726215633,-0.44041315695682814,0.5625851074035215,0.06262488888625826,-0.4180417674467795,0.18607529637641454,-0.034272008223089546,0.1586294014223928,0.5135984656435894,0.6774058186619768,0.11001589731850403
1.0,0.05832984337162902,-0.2591826829855058,-0.8464051744584408,0.057322683302831495,0.2881880263598486,-0.23865330534561563,-0.034272008223089546,1.0167852948727087,0.6477429076776112,-0.7892361976678152,-0.6163604436707979
1.0,0.14977025962396084,1.1557492976570007,-1.356387901611477,-0.005245241004381652,0.7695992790920264,-0.5003440558980621,-0.034272008223089546,-0.2257032846210784,0.1845932171110934,2.18273973487504,0.6016346223070078
1.0,-0.03322042612915708,1.1229759853178733,-1.1568801064036003,0.044395010685300676,0.6051497055070324,-0.38201088133350497,-0.034272008223089546,-0.012437162608452915,0.2561127999405777,1.3840805184167027,-0.7629520072632526
1.0,-0.42992953863113714,-0.9151852687497206,-1.0352771046857419,-0.17053728900599646,0.4538408707583335,-0.31665736632367314,-0.034272008223089546,0.02559142568081942,-0.10292009404544927,-0.829388169244788,-0.7838300965134279
1.0,0.28607493667624934,-0.48919199767503024,-1.138238583527524,0.05411508716913129,0.6476471653038948,-0.35266556548392874,-0.034272008223089546,0.8810147431136987,0.521340413848602,0.8372836691230167,-0.7044518499721566
1.0,0.32718211931415386,-1.040036350537996,0.4212883000337119,0.09999799489817358,-0.5872773666462989,0.023807456647011994,-0.034272008223089546,-0.29397735319892404,1.618439072133417,0.7124475393109765,-0.12782611724780185
1.0,0.1155251282000216,-0.8194839901613458,0.09008111208676269,0.04916366557429186,-0.41190605695014026,0.01631686685428625,-0.034272008223089546,-0.3032736683336304,0.4907160807669494,0.5868813736520746,-0.8338338177112201
1.0,-1.0087123943142893,2.139997988471822,-1.8695136119653786,-0.5802468576305555,1.112412057143195,-0.9664508188876532,-0.034272008223089546,0.8805997810251333,-0.8483324261021404,-0.829388169244788,-0.8318574650488815
1.0,-2.592564621489677,1.001543049037771,-2.38441756220746,-0.14761343746304945,3.0275291028704547,-1.5182315701477498,-0.034272008223089546,-0.2498414598621864,-1.0279681059946657,-0.829388169244788,-0.8117878796482902
1.0,-1.032869755400857,1.0697168251576834,-1.982725072677403,-0.024082274270182055,1.658744516007024,-0.965349375556901,-0.034272008223089546,0.9636538223971732,-0.07599285545742653,-0.829388169244788,-0.7255369892470692
1.0,0.10721964105758724,-0.05260459416579576,-0.4859938016660918,0.07089734526059505,0.06275337377316141,-0.129832955277376,-0.034272008223089546,-0.11270625189578286,-0.06416029596430947,-0.2738308897888534,-0.8450460314229199
1.0,0.09267577281455508,-0.550599960639598,-0.24105675489758818,0.003376848277824097,-0.18857161903085592,-0.11214439714351056,-0.034272008223089546,0.022602435956700143,-0.05610114263615786,-0.5410240097374371,-0.10164192983496671
1.0,-9.457581908559213e-05,0.34403787035747896,0.20415958235025833,0.014224957497421855,-0.1457923622396345,0.12710851444494997,-0.034272008223089546,0.42424948177156063,-0.1052378485405201,-0.15264493921108035,-0.8219906342047762
1.0,0.13696060677981178,-1.2696904408184262,-1.0329210655347907,0.05853986455364659,0.39113676488620447,-0.3182643047820956,-0.034272008223089546,0.03879552731987088,-0.26214166620290075,-0.829388169244788,-0.8781676160429113
1.0,-0.2865795280409758,-0.47302060647650446,-1.0515498771540797,-0.09456208323413196,0.5070872675312099,-0.323909938697682,-0.034272008223089546,0.5621672132932416,-0.22179232772259352,-0.829388169244788,-0.6423755614655774
1.0,-0.16404033452932323,-0.4749396522121388,-0.4990099977988131,-0.013519212917673077,-0.025784271482250747,-0.09403003869848368,-0.034272008223089546,-0.0846668672360107,-0.26167077512814013,3.1003947943705814,-0.5888403360301585
1.0,-0.10291052969281453,-1.0691181358371555,0.11908594369012701,-0.014410986598712525,-0.5253397302214868,0.0353573672895773,-0.034272008223089546,-0.2384408335969641,-0.1299010270817459,-0.829388169244788,-0.4950542546745817
1.0,-0.014452349349082735,-1.1699093919646355,-0.22283833795212893,-0.0011229690375943503,-0.45769267137288855,-0.08879517291361673,-0.034272008223089546,-0.5537186661951816,0.03249960135230801,-0.829388169244788,-0.7085597880359529
1.0,-0.07353457724146767,-0.5695569185696114,-0.6930549423789705,0.08067727186506853,0.09000230020129128,-0.19985810434248732,-0.034272008223089546,0.8915399614120557,0.2719244621720623,1.3526889770019757,-0.8608211203005497
1.0,0.28821821781353035,-0.8130155431501659,-1.1437623323336141,0.03969790705177238,0.6965446378022476,-0.35233978093018614,-0.034272008223089546,-0.7320272713869618,-0.4557278732508441,-0.829388169244788,-0.49970652175923824
1.0,0.4184714256473459,-0.5868893064548684,-0.22044418838855254,0.05477424232861362,-0.20962436023829678,-0.08047518137469582,-0.034272008223089546,0.4954418025550112,0.026239077171475386,0.8708653180783001,-0.5345382066521361
1.0,0.14723322326216873,0.2844148237962545,-1.0593696685397402,0.09642117217567374,0.5289533562014866,-0.32705527919353217,-0.034272008223089546,-0.4031180831079216,0.42635269521277397,0.0517650979080525,-0.757986978021917
1.0,0.017498561089198488,-0.40676707532284706,-0.30818979768964994,0.02880530254058005,-0.11403591379445065,-0.10149058442690699,-0.034272008223089546,2.051632357743409,0.2467054819260506,1.9841699845307357,-0.28214729414567014
1.0,0.22777195628410232,-1.5854391237442222,-0.6544573863697065,0.02537283667295896,-0.574478826903177,-0.20428614613067567,-0.034272008223089546,-0.21084090942292324,-0.0289862636531812,0.7328885430228869,-0.8334269079695067
1.0,0.11490122579491613,-0.45729706334014847,0.6973631142118432,0.060080546042741954,-0.4519247919437558,0.22584229165659758,-0.034272008223089546,0.5381175401151849,0.29209609888971705,1.30450661110961,0.0683018786926664
1.0,0.10995870070825167,-0.14109004677164186,-0.8395856015499744,0.06057276919525156,0.2976396680936918,-0.2387223859135176,-0.034272008223089546,1.0735619834806462,0.8178069329926079,1.1971913416220625,-0.5221481783286628
1.0,0.17161765781197577,1.2739587573828262,-1.312388295050531,0.013554153846998528,0.72259957997513,-0.48574418898560695,-0.034272008223089546,-0.24394668090414462,-0.7656376954228961,0.9745304083315753,-0.17402912778690072
1.0,-0.06910812556798156,1.1571917814445005,-1.225181669197223,0.03155701605977329,0.6574392094455486,-0.4155983978037977,-0.034272008223089546,0.03016888492139003,0.055476460339611525,0.9321883292140456,-0.829179221486239
1.0,-0.5310683627989013,-0.5735946358146597,-1.3782328480559536,-0.07691600945970008,1.2861116884697146,-0.4650176516141357,-0.034272008223089546,-0.007961851280436244,-0.20427467132358337,-0.829388169244788,-0.789324790118598
1.0,0.27460937356480253,-0.32261318836306224,-1.2567356847186413,0.04632464202942278,0.8430428190850093,-0.38855300267986337,-0.034272008223089546,0.7409709668630841,0.648151448128039,1.7235471872038381,-0.6500172192907243
1.0,0.10475173222615862,-0.711414295913235,0.11245239145225965,0.04062124383050867,-0.37989385871186204,-0.03177552277381046,-0.034272008223089546,-0.1547255065199512,0.16228647203119206,1.229312918883644,-0.06645009654722212
1.0,0.06134611001877887,-0.4783617644061935,-0.28531807507052964,0.03931845234680894,-0.14556438528674098,-0.09131467288458797,-0.034272008223089546,-0.49654744508118304,0.11150060519095101,1.1409785814143052,-0.827690332735862
1.0,-0.5418229224022043,-0.01738752042116462,-1.6765713747497222,-0.2306288743314561,1.781700182769312,-0.7618817687427443,-0.034272008223089546,-0.4864273481830634,-0.37083502967178156,-0.829388169244788,-0.8512985152961833
1.0,-0.8569953973459408,2.211768072720535,-2.5701104449552403,-0.08537976693758496,2.0523629742908476,-1.8250162943440047,-0.034272008223089546,-0.3311223317600949,-0.49473469522011004,-0.829388169244788,-0.745241524508016
1.0,-3.6290241843658775,3.21410779700989,-2.061811802828106,10.990487343213072,1.0952245655650121,2.2895666390635716,29.178331000932864,6.428833006452019,-1.7351214394003256,-0.829388169244788,0.6235307325348496
1.0,-0.770728980742181,2.1438766385376065,-2.334382136127007,-0.6418464618982859,1.6811719314953943,-1.362224118951838,-0.034272008223089546,1.4629875713356366,-1.0500321838831994,-0.829388169244788,-0.5326532747764027
1.0,-1.2200859355917135,0.44168245603938966,-1.5287048143459392,-0.008422806789734777,1.1110132128656471,-0.6308992534518832,-0.034272008223089546,1.0215567104461543,-0.28077851140471344,-0.829388169244788,-0.6736548366662268
1.0,0.06318130595161274,0.4737044473208547,-0.7952955654287123,0.02861064538399059,0.3262546690266995,-0.22125142663952976,-0.034272008223089546,-0.03122838808699196,-0.21855636464912248,0.4036423760917066,-0.7761121451405769
1.0,0.2860030672738733,-1.0394711500723963,0.11098820509553052,-0.019543301988970276,-0.5094341168094396,-0.04418889315648102,-0.034272008223089546,0.09186506260280454,-0.1334955961583152,2.7419471935652444,-0.17913065925910218
1.0,-0.23116139524913118,-0.29104861438911334,0.5547004563747062,-0.07883931441587651,-0.3770277950693276,0.24756868021826325,-0.034272008223089546,0.5815954612299911,0.2360422255091786,-0.829388169244788,-0.6476181885255216
1.0,-0.021303528480428296,-1.2600512956999992,-0.992736919512053,0.012064407424526196,0.2802650844167784,-0.3049987355052581,-0.034272008223089546,0.07441305433285908,-0.21507848638444668,-0.0424095263361149,-0.8755718500172653
1.0,-0.12104156299277996,-0.31698020534965865,-0.9818541216679074,0.02024333166076455,0.4239701020128427,-0.2930847074269349,-0.034272008223089546,0.41855083250623804,-0.39314655649202473,-0.829388169244788,-0.5934605064249769
1.0,-0.20180260334938296,-0.026570496661893987,-0.9801929879115797,-0.06208058716704547,0.44103020259963466,-0.29047673283316794,-0.034272008223089546,-0.09438154345156212,-0.5549940152219238,-0.829388169244788,-0.6121746863506533
1.0,-0.03968875115514862,-0.9086641785893264,0.350586103580798,-0.005129040574871632,-0.5189085455026674,0.11843628198521454,-0.034272008223089546,-0.3427608518558418,-0.27473716258326314,-0.12344350533691796,-0.23082694319585778
1.0,-0.28209689080501626,-0.5098975137959877,-0.39786919977421026,-0.07730352476651937,-0.09580324234741286,-0.1337885460593654,-0.034272008223089546,-0.6387117507147728,-0.44941966244935083,-0.829388169244788,-0.4044871182867413
1.0,-0.07341931906219543,-0.8956608656403856,-0.22905382484961262,0.03771611464401889,-0.3199220455211632,-0.04670042905835305,-0.034272008223089546,0.7693940101039352,0.07488642712687354,1.2972062526410728,-0.860614200123357
1.0,0.2761096545982687,-1.1756038309348276,-0.9499951527723854,0.005891517132302445,0.21667882497934723,-0.29993307719482576,-0.034272008223089546,-0.8403046572576532,-0.47659316475138896,-0.829388169244788,-0.8630002948269667
1.0,0.23315970580590742,-0.6575095991357731,-0.1814897641957379,0.017701396266511852,-0.2505569812919618,0.020809076423620388,-0.034272008223089546,0.5728653882803655,0.07450844077107861,1.6366729214282083,-0.6328385758456875
1.0,0.3085370493017731,-0.2779484589552772,-0.5536397186762401,0.13197691922288812,0.05745792312830597,-0.1662606008907221,-0.034272008223089546,-0.4516791366036141,0.7584552853926253,0.8737854614657179,-0.696579274520549
1.0,0.20166705302816496,-0.5951724661378449,-0.25266479510861867,0.07485726322115246,-0.19721904355795025,-0.0951910733700832,-0.034272008223089546,2.5754221553956738,0.5514496349748179,1.232233062271062,-0.2976593849379451
1.0,0.20825077726769775,-1.4928637412371535,-0.6573866466755232,0.01869127704922894,-0.45360157776254756,-0.2024252795125368,-0.034272008223089546,-0.16791527110982107,0.12681194207940155,1.1979213774689168,-0.8557404618210825
1.0,0.3017797989910927,-0.5412337296605126,1.271208620212982,0.10694219731749582,-0.5714444432084108,0.38687781346282873,-0.034272008223089546,0.2288941892316286,0.2215772648332798,1.0876859645939587,0.8388437599427615
1.0,0.14408974370770927,0.18069037872306506,-0.9761647668152819,0.07940125287767923,0.4477252695599467,-0.296626529054613,-0.034272008223089546,0.7789600926382493,0.6460974903948582,0.5262883983631905,-0.538578794417838
1.0,0.18612494010736658,0.4171178834359877,-0.6372485496649912,0.0026066123150851905,0.22128785814034696,-0.06197490095507876,-0.034272008223089546,-0.23994231883936598,-0.6766619567315661,1.788520377573849,0.05091702923193489
1.0,0.04410365066305895,1.3091540235798962,-1.391529079575408,0.08626090806733464,0.787771679481453,-0.5035681565920146,-0.034272008223089546,-0.19940872312249192,-0.2656380583852695,0.10943792980952584,-0.7343414886390459
1.0,-0.0830877406040016,-0.509197605907442,-1.4593291480192008,0.00039262152503059166,1.5353757726508686,-0.5032067830874132,-0.034272008223089546,-0.08915920915426646,-0.43254475369000456,-0.829388169244788,-0.8353823632926969
1.0,0.4827035238847782,-0.20735140674877542,-0.7924582830481478,0.11040346348672829,0.24767479240214263,-0.24873155942268646,-0.034272008223089546,0.5459264861578034,0.5854147779388928,1.0818456778191232,-0.5539033934717239
1.0,0.11841560057864405,-1.2058348727604535,0.6915530935148743,0.041120360306125585,-0.7051460708905616,0.0948870426709835,-0.034272008223089546,-0.2721541411002531,1.0476463498400508,1.163609692666779,0.43061672300901566
1.0,0.12396130432954315,-1.0857118468604259,-0.0751301847537445,0.049730601657689784,-0.47084287675172143,-0.056866945125275715,-0.034272008223089546,-0.481894717161385,0.10814933269720044,1.0256329176113583,-0.7256611803076481
1.0,-0.5637084288783475,1.6106252325489228,-0.8170596101661682,-0.25039965573356704,0.4033329950708742,-0.18965174763286904,-0.034272008223089546,1.0813848889066415,-2.4318547966241146,-0.829388169244788,-0.8610270585056893
1.0,-1.7251135575292251,-0.353743339507871,-1.0571044020570584,-0.31454457979539846,0.5178910523537583,-0.3210381059869886,-0.034272008223089546,1.992876914071862,0.4857820358757384,-0.829388169244788,-0.6473693843998447
1.0,0.02965705458242727,0.3445005642797242,-0.7240446079975179,0.0010101778236759312,0.2668200963343838,-0.19510164135231844,-0.034272008223089546,-0.1776292703772222,0.15463937393695754,-0.829388169244788,-0.7891114262570221
1.0,0.3095162087249919,-0.9801820185146587,0.3731597306446278,-0.016136089029184047,-0.5522611531164825,0.029860512624397567,-0.034272008223089546,0.09727767633566875,0.09189449713705285,-0.2073976277251345,0.1858430001810844
1.0,-0.213244804549547,0.8652204776942185,-0.001110284881484943,-0.06487552948538633,0.0008458057777427283,0.11207423075563383,-0.034272008223089546,0.06198340275170656,-0.794950000696802,-0.829388169244788,-0.8383475293507177
1.0,0.020481356986717783,-1.2143621465982182,-1.019002996157346,0.03907022488789406,0.36538241543632377,-0.3123396935828229,-0.034272008223089546,-0.20982314282354816,-0.04940691869424306,-0.4556098156555125,-0.8615305748203058
1.0,-0.08833189650342405,0.4534912799428869,-1.5206371371028071,-0.010189768263878806,1.0935465530111363,-0.5346124335928809,-0.034272008223089546,0.3817793511781652,-0.40040182979221084,-0.829388169244788,-0.46438329898767944
1.0,-0.19258084147379237,-0.5806839644915568,-0.6901131109625466,-0.014970193129859156,0.08459021499504747,-0.15697006864250712,-0.034272008223089546,-0.24911666929522644,-0.28727767303678176,0.3576501177399045,-0.6124344057855164
1.0,-0.12819720606643012,-0.7145875831286376,0.46369978898805364,-0.03496271599928841,-0.4771429697493749,0.18634125376007837,-0.034272008223089546,-0.28775252995307565,-0.18082423204342973,-0.829388169244788,-0.12692964980247443
1.0,-0.3148035292057691,-0.09282318527916623,-0.3701219090136604,-0.0829747676230769,-0.007529870878283808,-0.1194057918504614,-0.034272008223089546,-0.5698904515061343,-0.4973991953674862,-0.829388169244788,-0.48446705400153417
1.0,0.09873056878246192,-0.7477892114455827,-0.19003727386377722,0.10210091298395228,-0.2788705401023872,-0.04767070204353364,-0.034272008223089546,0.8092964692485931,0.6515519521123928,0.8292532748076249,-0.8449048709114048
1.0,0.5221936449695311,-1.1834611161505115,-0.8970110748290124,0.04680976330777126,0.11336314741292383,-0.2869386235828378,-0.034272008223089546,-0.5742102927848984,-0.14649548064022805,-0.7943464485957935,-0.8392722061750257
1.0,0.2730552547746274,-0.5182866731658669,-0.24783523228020282,0.0059971067645299995,-0.17546039604059005,-0.03355740109680653,-0.034272008223089546,0.599282356255537,0.5794308181753357,0.06928595823255224,-0.6329781538402575
1.0,0.17073515663726394,-0.5708017445515476,-0.3949999407113185,0.07990605793931113,-0.11574903907448733,-0.10619251963907642,-0.034272008223089546,-0.5327388887335108,1.489092415825953,0.34450947249653147,-0.6472078215929433
1.0,0.3217198995522032,-0.4225324808326495,-0.543305186627257,0.12399761991190761,0.01655864495520811,-0.1711274802874645,-0.034272008223089546,2.391981078991722,0.5546252500331359,0.1970422314320103,-0.25161590833786635
1.0,0.17854397087412568,-1.5620010591849296,-0.6815717490394049,-0.019915006894062528,-0.519351111102802,-0.23521922191623076,-0.034272008223089546,-0.04671746762843965,-0.006213834282413946,3.8077995299721623,-0.8293313459997691
1.0,0.32314678054670565,-0.5938879548472789,1.0034255536312058,0.08481533601070049,-0.5453723141138997,0.29619349299964104,-0.034272008223089546,0.13196281772509108,-0.6953493330765058,0.5496495454625189,-0.46205812712872596
1.0,0.2522294424352336,0.1418498204388274,-0.7694003108530197,0.10514025999900722,0.2755651023482544,-0.22537166198692535,-0.034272008223089546,0.6578026210149173,1.7769081046236472,1.0694350684226044,-0.5826731214160933
1.0,0.27221612578456245,0.1498570156317617,-0.5138972993373266,0.029962802738984762,0.11388054069545422,0.011268599983155596,-0.034272008223089546,-0.212100873817885,-0.2697370969798324,-0.829388169244788,0.19677996144544657
1.0,0.09956541281968634,1.127532760324251,-1.0817685006404345,0.09903676660908017,0.5499345804903243,-0.3360470496319244,-0.034272008223089546,-0.11040640963722761,0.16291608418930792,0.5781209434898282,-0.6581231307793026
1.0,-0.02325739230333211,-0.7711169529378444,-1.2913942647067445,0.03272958559480856,1.1296813610575798,-0.4306357859336096,-0.034272008223089546,-0.2096400105352609,-0.5377144404479199,-0.7812058033524205,-0.8068001270867158
1.0,0.344667414786275,-0.6221626948393778,-0.5653902268026658,0.10256970551989252,-0.023916386545890483,-0.19317799583260906,-0.034272008223089546,0.607874901844696,0.7383913563541915,0.8832759274748186,-0.27844686636847854
1.0,0.01308303542318909,-1.213188665613253,0.2669612398712688,0.026829885115183864,-0.6321029233348836,0.07440651095020981,-0.034272008223089546,-0.48257035416707916,0.014155218832632108,0.6598849583374843,0.12863924077152675
1.0,0.11783260640662806,-0.9288771245708803,0.009945813033418413,0.03548657161013645,-0.428999694611084,-0.0200865589036233,-0.034272008223089546,-0.5014665992434671,-0.706340608706174,0.8102723427894161,-0.6907571378707318
1.0,-0.009312085926347349,0.9382799931540103,-1.0929802915967632,0.056977272036449776,0.5586525730714338,-0.3431228109718433,-0.034272008223089546,-0.1396771558512896,0.04667997082630473,1.062134709954067,-0.826821936706504
1.0,-0.12459375984799788,-0.5748032204323043,-1.4350810873283972,-0.019848610698145877,1.5130854530966853,-0.5542624888048387,-0.034272008223089546,-0.8315968452134189,-0.4760592691390549,-0.829388169244788,-0.803326056040993
1.0,0.20647606014624814,-1.0804420339277039,-0.9556951820909162,0.12544464575199651,0.2623863615641755,-0.28750783416337855,-0.034272008223089546,-0.6803097440697181,-0.22186072704412652,-0.829388169244788,-0.7683093708594619
1.0,0.3262221073664923,-0.7332242050357121,-0.9100585095409346,0.14504609680942315,0.2787189624617425,-0.2711602629034458,-0.034272008223089546,-0.5712439843866017,0.21511896460277685,-0.829388169244788,-0.7707028181802636
1.0,-0.1179634362280322,-0.9932255395137823,-0.9814662297959198,-0.03351031844942762,0.3350028342386399,-0.30479418650737294,-0.034272008223089546,-0.3939138329212587,-0.3525935158735926,-0.829388169244788,-0.6401854067062023
1.0,-0.3844353192488037,0.17618829478280848,-1.2983367224404265,-0.14165321059033364,0.8166781160416066,-0.4262830384269995,-0.034272008223089546,-0.12230774950686465,-0.46382385824042927,-0.829388169244788,-0.7946707514773301
1.0,-0.0077446933229657735,-0.20505443732089618,-0.19738388509561872,0.01835375529179423,-0.1141758326402544,-0.03266718633697097,-0.034272008223089546,-0.1872397963388557,-0.1638827140499652,-0.829388169244788,-0.7253006910629949
1.0,0.07782636213193143,-1.3823912070221742,0.07680656584991674,-0.04227572689280007,-0.6831738735826953,-0.06738192497938268,-0.034272008223089546,-0.4553434070449268,-0.27404000119080146,-0.829388169244788,-0.6475417651302737
1.0,-0.09646952798170892,-1.2897824674542002,-0.05987370085571313,-0.015644386242085515,-0.5883955711969476,-0.0790012554360803,-0.034272008223089546,-0.41663606778848256,0.1333373174571606,-0.31617296890638813,-0.5035587575465714
1.0,0.39368723362064817,-0.7057724508930533,-0.5325036455270722,0.08876605443738407,-0.07398334017404315,-0.18855785083760487,-0.034272008223089546,-0.6958948647388539,0.666706390700572,1.2081418793248722,-0.8180683700137483
1.0,0.03004501080975069,-0.9505440239045888,-0.06908768026237919,0.0009709681892125282,-0.4100470370298494,-0.06778485178811305,-0.034272008223089546,0.0595203233546226,0.2547784409968074,1.2278528471899355,-0.6950974056530318
1.0,0.03441955772555564,-0.969727808618778,-0.6972807462041141,0.07419856464692025,-0.0415130440064954,-0.18198449758205007,-0.034272008223089546,-0.27735867522416036,-0.042586718372852425,-0.829388169244788,-0.34250553733273065
1.0,-0.047890080344568105,-0.9606145784008582,-0.5722229314063876,0.003057061464328038,-0.1453206439196931,-0.16529610668824588,-0.034272008223089546,-0.6219507639878901,-0.4336137464801889,-0.829388169244788,-0.6340527640007867
1.0,0.23080041409904098,-0.03727180341435591,-0.18237593639892055,0.008576689684670867,-0.08273978466368122,-0.04491569565527684,-0.034272008223089546,-0.30882077384895396,-0.2451704115063214,0.6912764997522044,-0.06238556814055267
1.0,-1.4765711034742663,0.9522788827630909,-1.991367349179301,-0.48055853254507497,1.7618380440068928,-0.6916617793053527,-0.034272008223089546,0.48041034708695585,-1.4946600035376565,-0.829388169244788,-0.6336090100183994
1.0,-0.1820665378894708,0.013074585470154297,-1.17611532578859,-0.04845794326696168,0.6673233439740903,-0.37688491839536664,-0.034272008223089546,0.17131004399927988,0.1801601433022222,-0.829388169244788,-0.6151744973565682
1.0,-0.30051036596152225,-0.8037092552523184,-0.609812271264212,-0.10559459719699925,-0.051482042710246596,-0.17371141286417927,-0.034272008223089546,-0.44137101913900123,-0.39330652001044897,-0.829388169244788,-0.3903798886527877
1.0,0.004008803685255959,-0.7057683735089483,-0.05950697105400157,0.019944779602784065,-0.3175092597020987,-0.04594660381562788,-0.034272008223089546,-0.15800308280217779,0.5433450918961281,0.4467144910560979,-0.6713377883942586
1.0,0.8947065663332036,0.12351427921588162,0.8740773509859461,0.3403964530716524,-0.35303283317925044,0.2602795801063521,-0.034272008223089546,-0.300508705691669,1.882614237255405,0.8015119126271699,2.851291596818461
1.0,0.46105079861155396,-1.632936552721765,0.45025780546151345,0.15183819763574372,-0.9019383444064549,0.12246849310499693,-0.034272008223089546,-0.7874594697165269,0.7108199805609389,-0.0840215696067974,-0.5318065632869308
1.0,0.20627508631820363,-0.6122481325720646,-1.0554559655428712,0.12214243827881228,0.5089515527816151,-0.32546363290775,-0.034272008223089546,-0.673515457790765,-0.2627950072365391,-0.829388169244788,-0.8296099014440164
